Order Number,Sales Channel,Warehouse Code,Procured Date,Order Date,Ship Date,Delivery Date,Team ID,Team,Customer ID,Store ID,Product ID,Product,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 000779,In-Store,WARE-NMK1003,2/17/2018,8/17/2018,8/23/2018,8/29/2018,8,Luverne,11,129,43,Bumper - Rear,7,5%,1748.7,574.36
SO - 0007790,In-Store,WARE-UHY1004,7/24/2020,11/23/2020,11/27/2020,11/30/2020,6,Elk River,44,225,17,Seatbelt,8,7.50%,763.8,55.61
SO - 0007791,In-Store,WARE-PUJ1005,6/7/2020,11/23/2020,11/28/2020,12/1/2020,1,Granite Falls,48,296,31,Radiator Cap - Standard,6,7.50%,1165.8,79.87
SO - 0007792,In-Store,WARE-PUJ1005,9/25/2020,11/24/2020,11/25/2020,11/28/2020,5,Gaylord,7,269,45,Rearview Mirror,4,10%,757.1,313.72
SO - 0007793,In-Store,WARE-XYS1001,7/9/2020,11/24/2020,11/27/2020,12/1/2020,9,Olivia,27,48,16,Seat - Rear,6,7.50%,1822.4,511.83
SO - 0007794,Wholesale,WARE-NMK1003,10/10/2020,11/24/2020,11/30/2020,12/3/2020,28,Montevideo,48,122,29,Radiator Cap - Custom,2,15%,1165.8,770.71
SO - 0007795,Online,WARE-PUJ1005,8/10/2020,11/24/2020,11/29/2020,12/8/2020,15,St.Peter,24,264,43,Bumper - Rear,6,40%,1105.5,574.36
SO - 0007796,In-Store,WARE-XYS1001,7/7/2020,11/24/2020,11/30/2020,12/3/2020,11,Glenwood,27,9,17,Seatbelt,8,15%,1782.2,55.61
SO - 0007797,Distributor,WARE-NMK1003,6/6/2020,11/24/2020,11/26/2020,12/5/2020,21,Marshall,36,150,45,Rearview Mirror,8,7.50%,2894.4,313.72
SO - 0007798,Online,WARE-NMK1003,9/17/2020,11/24/2020,11/27/2020,12/5/2020,19,Fairmont,31,107,27,Door Handle Set,1,40%,1085.4,1403.72
SO - 0007799,Distributor,WARE-PUJ1005,6/22/2020,11/24/2020,11/29/2020,12/10/2020,21,Marshall,13,263,1,Leaf Springs,3,7.50%,1112.2,1028.78
SO - 000780,In-Store,WARE-MKL1006,7/23/2018,8/17/2018,8/21/2018,8/24/2018,1,Granite Falls,11,357,8,Transmission,3,10%,3819,2610.59
SO - 0007800,In-Store,WARE-UHY1004,6/13/2020,11/24/2020,11/26/2020,12/3/2020,6,Elk River,16,243,22,Quarter Panel - Front,7,7.50%,891.1,368.39
SO - 0007801,In-Store,WARE-PUJ1005,6/7/2020,11/24/2020,11/27/2020,12/6/2020,10,Redwood Falls,18,314,30,Radiator,1,40%,2673.3,1818.48
SO - 0007802,Wholesale,WARE-XYS1001,9/28/2020,11/24/2020,11/26/2020,11/28/2020,28,Montevideo,2,46,32,Radiator Sensor,6,40%,1963.1,683.25
SO - 0007803,Distributor,WARE-MKL1006,8/23/2020,11/25/2020,11/29/2020,12/6/2020,24,Mora,9,350,17,Seatbelt,7,7.50%,897.8,55.61
SO - 0007804,In-Store,WARE-MKL1006,8/23/2020,11/25/2020,11/28/2020,11/30/2020,1,Granite Falls,3,365,33,Radiator Fluid,1,10%,1782.2,90.21
SO - 0007805,Online,WARE-MKL1006,10/19/2020,11/25/2020,11/28/2020,11/29/2020,19,Fairmont,37,363,24,Hood,2,5%,3999.9,707.85
SO - 0007806,Online,WARE-UHY1004,8/18/2020,11/25/2020,11/29/2020,12/5/2020,19,Fairmont,10,214,37,Tail Light,4,15%,1125.6,22.71
SO - 0007807,Wholesale,WARE-NMK1003,6/10/2020,11/25/2020,11/29/2020,12/5/2020,25,Park Rapids,1,88,11,AC Unit,4,10%,1815.7,1786.59
SO - 0007808,Distributor,WARE-NMK1003,10/21/2020,11/25/2020,11/26/2020,11/29/2020,22,Two Harbors,41,145,32,Radiator Sensor,2,7.50%,1701.8,683.25
SO - 0007809,Distributor,WARE-NMK1003,8/7/2020,11/25/2020,12/1/2020,12/10/2020,25,Park Rapids,42,92,41,Antenna,5,20%,5373.4,83.64
SO - 000781,Online,WARE-NMK1003,4/29/2018,8/17/2018,8/20/2018,8/28/2018,17,Milaca,22,191,26,Door Handle,1,5%,1145.7,162.29
SO - 0007810,Wholesale,WARE-UHY1004,10/13/2020,11/25/2020,11/30/2020,12/7/2020,28,Montevideo,50,247,43,Bumper - Rear,6,5%,6137.2,574.36
SO - 0007811,Online,WARE-UHY1004,11/21/2020,11/25/2020,11/30/2020,12/10/2020,13,Fergus Falls,30,230,19,Trunk Release,8,5%,2418.7,42.75
SO - 0007812,Wholesale,WARE-NMK1003,7/20/2020,11/26/2020,11/29/2020,12/9/2020,26,Red Wing,23,196,37,Tail Light,1,10%,1038.5,22.71
SO - 0007813,In-Store,WARE-NBV1002,8/22/2020,11/26/2020,12/2/2020,12/12/2020,9,Olivia,6,69,47,Hood Ornament,7,10%,5855.8,396.81
SO - 0007814,In-Store,WARE-XYS1001,9/28/2020,11/26/2020,11/29/2020,12/2/2020,11,Glenwood,43,15,17,Seatbelt,8,7.50%,6338.2,55.61
SO - 0007815,In-Store,WARE-NBV1002,8/22/2020,11/26/2020,11/29/2020,12/4/2020,11,Glenwood,11,82,36,Rear Axel,2,20%,180.9,1099.4
SO - 0007816,Distributor,WARE-PUJ1005,8/18/2020,11/26/2020,11/30/2020,12/6/2020,24,Mora,15,327,37,Tail Light,4,10%,2398.6,22.71
SO - 0007817,Online,WARE-MKL1006,8/12/2020,11/26/2020,11/30/2020,12/6/2020,17,Milaca,31,341,45,Rearview Mirror,1,7.50%,174.2,313.72
SO - 0007818,Online,WARE-UHY1004,10/14/2020,11/26/2020,12/1/2020,12/6/2020,16,Austin,21,230,47,Hood Ornament,8,5%,1085.4,396.81
SO - 0007819,In-Store,WARE-NMK1003,10/28/2020,11/27/2020,11/28/2020,12/7/2020,3,St. James,23,103,24,Hood,2,5%,1112.2,707.85
SO - 000782,In-Store,WARE-UHY1004,4/5/2018,8/17/2018,8/22/2018,8/26/2018,8,Luverne,31,214,10,Coolant Sensor,5,15%,3644.8,689.31
SO - 0007820,Online,WARE-NMK1003,10/27/2020,11/28/2020,11/30/2020,12/7/2020,13,Fergus Falls,4,190,35,Front Axel,7,5%,837.5,1176.68
SO - 0007821,Wholesale,WARE-PUJ1005,6/28/2020,11/28/2020,11/30/2020,12/1/2020,26,Red Wing,16,321,35,Front Axel,2,5%,2371.8,1176.68
SO - 0007822,Online,WARE-NMK1003,11/26/2020,11/28/2020,11/30/2020,12/8/2020,13,Fergus Falls,34,198,43,Bumper - Rear,2,20%,241.2,574.36
SO - 0007823,Distributor,WARE-NMK1003,10/14/2020,11/28/2020,12/4/2020,12/12/2020,24,Mora,48,193,13,Window Switch - Front,5,20%,221.1,492.45
SO - 0007824,Wholesale,WARE-XYS1001,6/29/2020,11/28/2020,12/3/2020,12/5/2020,25,Park Rapids,48,24,16,Seat - Rear,8,15%,221.1,511.83
SO - 0007825,Online,WARE-UHY1004,7/24/2020,11/28/2020,11/30/2020,12/10/2020,16,Austin,31,239,33,Radiator Fluid,2,7.50%,2519.2,90.21
SO - 0007826,Wholesale,WARE-NBV1002,6/22/2020,11/28/2020,12/2/2020,12/8/2020,27,Grand Marais,5,80,7,Distributor Wire,5,10%,1118.9,24.83
SO - 0007827,Online,WARE-PUJ1005,10/14/2020,11/28/2020,12/2/2020,12/6/2020,15,St.Peter,42,266,31,Radiator Cap - Standard,8,7.50%,167.5,79.87
SO - 0007828,Distributor,WARE-XYS1001,6/24/2020,11/29/2020,12/4/2020,12/12/2020,22,Two Harbors,3,11,11,AC Unit,5,15%,3470.6,1786.59
SO - 0007829,Online,WARE-NMK1003,8/17/2020,11/29/2020,12/1/2020,12/10/2020,16,Austin,16,117,5,Break Set,1,7.50%,2479,537.09
SO - 000783,In-Store,WARE-NMK1003,4/16/2018,8/17/2018,8/19/2018,8/21/2018,6,Elk River,13,171,13,Window Switch - Front,5,10%,3865.9,492.45
SO - 0007830,In-Store,WARE-PUJ1005,9/24/2020,11/29/2020,12/5/2020,12/16/2020,11,Glenwood,14,291,39,Break Light,6,20%,6458.8,55.82
SO - 0007831,In-Store,WARE-NMK1003,7/8/2020,11/29/2020,12/5/2020,12/9/2020,10,Redwood Falls,49,194,3,Break Pad Set,8,5%,214.4,211.19
SO - 0007832,In-Store,WARE-NMK1003,11/21/2020,11/29/2020,12/4/2020,12/12/2020,11,Glenwood,2,105,38,Blinker Set,6,20%,1266.3,800.13
SO - 0007833,Distributor,WARE-PUJ1005,10/10/2020,11/29/2020,12/4/2020,12/13/2020,23,Willmar,25,299,7,Distributor Wire,2,5%,207.7,24.83
SO - 0007834,Online,WARE-PUJ1005,10/8/2020,11/29/2020,12/5/2020,12/10/2020,16,Austin,28,277,25,Trunk,3,15%,3899.4,1074.1
SO - 0007835,In-Store,WARE-NMK1003,10/1/2020,11/29/2020,12/4/2020,12/6/2020,4,Owatonna,39,195,32,Radiator Sensor,8,5%,2619.7,683.25
SO - 0007836,In-Store,WARE-PUJ1005,6/17/2020,11/29/2020,12/4/2020,12/6/2020,9,Olivia,48,310,6,Distributor Cap,6,15%,1829.1,129.04
SO - 0007837,In-Store,WARE-UHY1004,10/4/2020,11/29/2020,11/30/2020,12/11/2020,11,Glenwood,4,246,1,Leaf Springs,7,5%,2546,1028.78
SO - 0007838,Wholesale,WARE-PUJ1005,8/3/2020,11/29/2020,12/3/2020,12/8/2020,28,Montevideo,9,306,36,Rear Axel,8,7.50%,750.4,1099.4
SO - 0007839,Online,WARE-UHY1004,7/18/2020,11/30/2020,12/3/2020,12/5/2020,19,Fairmont,7,228,33,Radiator Fluid,2,5%,3959.7,90.21
SO - 000784,Distributor,WARE-XYS1001,7/17/2018,8/17/2018,8/19/2018,8/24/2018,21,Marshall,35,12,26,Door Handle,6,5%,194.3,162.29
SO - 0007840,In-Store,WARE-PUJ1005,6/23/2020,11/30/2020,12/3/2020,12/6/2020,9,Olivia,21,320,4,Break Router,8,20%,2345,193.82
SO - 0007841,Distributor,WARE-MKL1006,11/4/2020,11/30/2020,12/1/2020,12/4/2020,25,Park Rapids,10,350,13,Window Switch - Front,3,5%,1273,492.45
SO - 0007842,In-Store,WARE-XYS1001,7/10/2020,11/30/2020,12/5/2020,12/15/2020,11,Glenwood,23,48,42,Bumper - Front,5,30%,1072,480.27
SO - 0007843,In-Store,WARE-NMK1003,6/8/2020,11/30/2020,12/5/2020,12/15/2020,9,Olivia,32,197,44,Cruise Control,1,7.50%,978.2,863.58
SO - 0007844,In-Store,WARE-MKL1006,10/4/2020,11/30/2020,12/4/2020,12/11/2020,8,Luverne,3,350,43,Bumper - Rear,1,7.50%,2432.1,574.36
SO - 0007845,In-Store,WARE-NMK1003,11/17/2020,11/30/2020,12/4/2020,12/7/2020,9,Olivia,6,175,25,Trunk,8,20%,3283,1074.1
SO - 0007846,In-Store,WARE-NMK1003,6/19/2020,11/30/2020,12/5/2020,12/8/2020,4,Owatonna,19,192,6,Distributor Cap,1,20%,187.6,129.04
SO - 0007847,Wholesale,WARE-PUJ1005,10/17/2020,11/30/2020,12/3/2020,12/10/2020,27,Grand Marais,49,262,21,Door - Rear,6,5%,1058.6,468.99
SO - 0007848,Distributor,WARE-UHY1004,10/30/2020,11/30/2020,12/4/2020,12/7/2020,20,Glencoe,2,221,41,Antenna,5,15%,1909.5,83.64
SO - 0007849,In-Store,WARE-NMK1003,11/15/2019,1/12/2020,1/17/2020,1/24/2020,4,Owatonna,19,91,15,Seat - Front,8,7.50%,3832.4,353.1
SO - 000785,Online,WARE-NMK1003,5/31/2018,8/18/2018,8/21/2018,8/26/2018,16,Austin,30,139,11,AC Unit,2,7.50%,3363.4,1786.59
SO - 0007850,Online,WARE-NMK1003,9/5/2019,1/12/2020,1/17/2020,1/23/2020,16,Austin,12,111,44,Cruise Control,3,10%,2304.8,863.58
SO - 0007851,In-Store,WARE-NMK1003,8/7/2019,1/12/2020,1/14/2020,1/15/2020,3,St. James,36,127,33,Radiator Fluid,6,7.50%,1025.1,90.21
SO - 0007852,In-Store,WARE-XYS1001,12/20/2019,1/12/2020,1/17/2020,1/26/2020,5,Gaylord,3,14,11,AC Unit,1,5%,1956.4,1786.59
SO - 0007853,Online,WARE-NBV1002,12/8/2019,2/12/2020,2/13/2020,2/18/2020,13,Fergus Falls,49,64,11,AC Unit,3,20%,1018.4,1786.59
SO - 0007854,Wholesale,WARE-XYS1001,9/25/2019,2/12/2020,2/15/2020,2/23/2020,27,Grand Marais,41,21,28,CV Joint,1,5%,3115.5,1294.12
SO - 0007855,In-Store,WARE-PUJ1005,2/4/2020,2/12/2020,2/15/2020,2/22/2020,8,Luverne,9,268,35,Front Axel,4,7.50%,958.1,1176.68
SO - 0007856,In-Store,WARE-NBV1002,10/17/2019,2/12/2020,2/17/2020,2/26/2020,4,Owatonna,21,73,17,Seatbelt,7,20%,904.5,55.61
SO - 0007857,Online,WARE-XYS1001,11/24/2019,2/12/2020,2/15/2020,2/19/2020,15,St.Peter,2,7,17,Seatbelt,4,7.50%,2257.9,55.61
SO - 0007858,Wholesale,WARE-PUJ1005,9/10/2019,2/12/2020,2/15/2020,2/16/2020,27,Grand Marais,26,301,46,Trunk Carpet,8,7.50%,1172.5,91.33
SO - 0007859,Online,WARE-PUJ1005,9/6/2019,2/12/2020,2/16/2020,2/21/2020,17,Milaca,34,304,34,Ignition System,2,7.50%,3979.8,526.6
SO - 000786,In-Store,WARE-XYS1001,5/28/2018,8/18/2018,8/24/2018,8/28/2018,9,Olivia,31,51,40,Blinker Fluid,5,7.50%,3008.3,17.05
SO - 0007860,In-Store,WARE-MKL1006,10/29/2019,2/12/2020,2/13/2020,2/16/2020,4,Owatonna,21,366,15,Seat - Front,3,7.50%,1139,353.1
SO - 0007861,Online,WARE-UHY1004,12/20/2019,2/12/2020,2/13/2020,2/16/2020,18,Lichfield,33,217,39,Break Light,5,7.50%,2532.6,55.82
SO - 0007862,Online,WARE-NMK1003,11/7/2019,2/12/2020,2/16/2020,2/21/2020,14,Worthington,46,166,30,Radiator,8,10%,804,1818.48
SO - 0007863,Distributor,WARE-XYS1001,11/29/2019,2/12/2020,2/15/2020,2/17/2020,24,Mora,50,41,35,Front Axel,7,7.50%,1902.8,1176.68
SO - 0007864,In-Store,WARE-PUJ1005,8/25/2019,2/12/2020,2/14/2020,2/18/2020,3,St. James,5,310,25,Trunk,2,7.50%,3571.1,1074.1
SO - 0007865,Wholesale,WARE-NBV1002,1/26/2020,3/12/2020,3/13/2020,3/18/2020,26,Red Wing,45,81,38,Blinker Set,5,10%,2894.4,800.13
SO - 0007866,Online,WARE-NMK1003,2/25/2020,3/12/2020,3/15/2020,3/20/2020,14,Worthington,29,110,10,Coolant Sensor,6,5%,3993.2,689.31
SO - 0007867,Online,WARE-UHY1004,9/21/2019,3/12/2020,3/16/2020,3/26/2020,13,Fergus Falls,3,228,34,Ignition System,3,7.50%,1768.8,526.6
SO - 0007868,Distributor,WARE-NMK1003,1/17/2020,3/12/2020,3/14/2020,3/23/2020,21,Marshall,50,153,30,Radiator,5,7.50%,850.9,1818.48
SO - 0007869,Distributor,WARE-NMK1003,11/11/2019,3/12/2020,3/13/2020,3/20/2020,24,Mora,11,162,26,Door Handle,2,10%,3604.6,162.29
SO - 000787,In-Store,WARE-UHY1004,7/16/2018,8/18/2018,8/21/2018,8/22/2018,8,Luverne,4,241,27,Door Handle Set,1,7.50%,3055.2,1403.72
SO - 0007870,In-Store,WARE-XYS1001,12/18/2019,4/12/2020,4/14/2020,4/25/2020,7,Roseau,50,23,44,Cruise Control,3,5%,180.9,863.58
SO - 0007871,Wholesale,WARE-NMK1003,11/25/2019,4/12/2020,4/14/2020,4/16/2020,25,Park Rapids,46,114,38,Blinker Set,6,20%,1058.6,800.13
SO - 0007872,Online,WARE-UHY1004,1/30/2020,4/12/2020,4/18/2020,4/28/2020,19,Fairmont,16,246,39,Break Light,2,7.50%,5922.8,55.82
SO - 0007873,Online,WARE-MKL1006,3/20/2020,5/12/2020,5/14/2020,5/19/2020,17,Milaca,48,351,42,Bumper - Front,8,30%,3906.1,480.27
SO - 0007874,Distributor,WARE-MKL1006,12/3/2019,5/12/2020,5/18/2020,5/21/2020,21,Marshall,48,347,23,Quarter Panel - Rear,8,5%,1795.6,338.25
SO - 0007875,In-Store,WARE-UHY1004,11/13/2019,5/12/2020,5/16/2020,5/25/2020,12,Thief River Falls,43,228,38,Blinker Set,1,7.50%,1956.4,800.13
SO - 0007876,In-Store,WARE-XYS1001,1/3/2020,5/12/2020,5/15/2020,5/16/2020,7,Roseau,19,37,10,Coolant Sensor,5,10%,2613,689.31
SO - 0007877,Distributor,WARE-PUJ1005,1/30/2020,5/12/2020,5/14/2020,5/22/2020,24,Mora,11,306,36,Rear Axel,5,5%,2499.1,1099.4
SO - 0007878,Online,WARE-XYS1001,2/8/2020,5/12/2020,5/17/2020,5/20/2020,15,St.Peter,45,21,47,Hood Ornament,5,40%,5353.3,396.81
SO - 0007879,Distributor,WARE-NMK1003,2/27/2020,5/12/2020,5/14/2020,5/20/2020,24,Mora,50,111,47,Hood Ornament,5,5%,3999.9,396.81
SO - 000788,Wholesale,WARE-XYS1001,2/24/2018,8/18/2018,8/23/2018,8/30/2018,26,Red Wing,3,57,17,Seatbelt,8,10%,1031.8,55.61
SO - 0007880,Wholesale,WARE-NMK1003,12/8/2019,5/12/2020,5/13/2020,5/23/2020,27,Grand Marais,13,97,26,Door Handle,2,10%,3999.9,162.29
SO - 0007881,Distributor,WARE-MKL1006,12/25/2019,5/12/2020,5/18/2020,5/27/2020,23,Willmar,48,355,9,Coolant Tank,6,5%,194.3,271.39
SO - 0007882,Online,WARE-XYS1001,1/20/2020,5/12/2020,5/14/2020,5/22/2020,13,Fergus Falls,43,12,26,Door Handle,3,10%,931.3,162.29
SO - 0007883,Distributor,WARE-NMK1003,3/24/2020,5/12/2020,5/15/2020,5/22/2020,23,Willmar,44,183,5,Break Set,8,7.50%,3872.6,537.09
SO - 0007884,In-Store,WARE-NMK1003,4/24/2020,6/12/2020,6/13/2020,6/19/2020,3,St. James,30,200,11,AC Unit,6,5%,6123.8,1786.59
SO - 0007885,Online,WARE-PUJ1005,1/18/2020,6/12/2020,6/17/2020,6/24/2020,15,St.Peter,13,282,18,Handbrake,2,7.50%,3966.4,331.25
SO - 0007886,In-Store,WARE-MKL1006,5/23/2020,6/12/2020,6/17/2020,6/27/2020,2,Buffalo,18,346,27,Door Handle Set,2,15%,227.8,1403.72
SO - 0007887,In-Store,WARE-XYS1001,1/9/2020,6/12/2020,6/16/2020,6/26/2020,1,Granite Falls,24,26,28,CV Joint,5,30%,3966.4,1294.12
SO - 0007888,Online,WARE-NBV1002,5/16/2020,6/12/2020,6/16/2020,6/25/2020,15,St.Peter,39,61,20,Door - Front,3,7.50%,6425.3,660.94
SO - 0007889,In-Store,WARE-XYS1001,3/31/2020,6/12/2020,6/17/2020,6/21/2020,8,Luverne,47,49,5,Break Set,7,20%,5051.8,537.09
SO - 000789,Distributor,WARE-NBV1002,8/7/2018,8/18/2018,8/23/2018,8/26/2018,21,Marshall,8,73,3,Break Pad Set,7,5%,3939.6,211.19
SO - 0007890,Wholesale,WARE-NMK1003,5/26/2020,6/12/2020,6/15/2020,6/26/2020,27,Grand Marais,36,154,35,Front Axel,2,5%,1313.2,1176.68
SO - 0007891,In-Store,WARE-NBV1002,4/7/2020,6/12/2020,6/15/2020,6/17/2020,1,Granite Falls,19,67,8,Transmission,2,15%,904.5,2610.59
SO - 0007892,Online,WARE-NMK1003,6/4/2020,6/12/2020,6/17/2020,6/20/2020,19,Fairmont,20,168,26,Door Handle,1,5%,2740.3,162.29
SO - 0007893,Online,WARE-UHY1004,2/17/2020,7/12/2020,7/17/2020,7/19/2020,14,Worthington,21,232,19,Trunk Release,8,40%,1989.9,42.75
SO - 0007894,Online,WARE-XYS1001,5/29/2020,7/12/2020,7/18/2020,7/29/2020,14,Worthington,29,20,7,Distributor Wire,2,15%,1125.6,24.83
SO - 0007895,In-Store,WARE-XYS1001,5/14/2020,7/12/2020,7/13/2020,7/17/2020,2,Buffalo,12,44,27,Door Handle Set,8,15%,3571.1,1403.72
SO - 0007896,Wholesale,WARE-NMK1003,3/7/2020,7/12/2020,7/15/2020,7/20/2020,28,Montevideo,40,135,1,Leaf Springs,8,7.50%,2257.9,1028.78
SO - 0007897,Online,WARE-MKL1006,3/6/2020,7/12/2020,7/13/2020,7/20/2020,19,Fairmont,35,359,17,Seatbelt,4,7.50%,2237.8,55.61
SO - 0007898,Distributor,WARE-XYS1001,6/10/2020,7/12/2020,7/16/2020,7/19/2020,22,Two Harbors,32,14,19,Trunk Release,4,5%,261.3,42.75
SO - 0007899,In-Store,WARE-NMK1003,5/6/2020,7/12/2020,7/17/2020,7/18/2020,3,St. James,23,138,24,Hood,7,7.50%,6090.3,707.85
SO - 000790,Distributor,WARE-NMK1003,4/4/2018,8/18/2018,8/24/2018,8/29/2018,23,Willmar,13,138,41,Antenna,4,7.50%,3886,83.64
SO - 0007900,Online,WARE-NMK1003,2/1/2020,7/12/2020,7/14/2020,7/22/2020,14,Worthington,48,88,7,Distributor Wire,5,10%,2224.4,24.83
SO - 0007901,Online,WARE-UHY1004,3/5/2020,8/12/2020,8/16/2020,8/26/2020,18,Lichfield,40,260,18,Handbrake,3,5%,2318.2,331.25
SO - 0007902,Distributor,WARE-XYS1001,6/23/2020,8/12/2020,8/16/2020,8/17/2020,23,Willmar,37,19,23,Quarter Panel - Rear,7,10%,5299.7,338.25
SO - 0007903,In-Store,WARE-MKL1006,4/9/2020,8/12/2020,8/18/2020,8/26/2020,11,Glenwood,12,356,3,Break Pad Set,8,20%,2680,211.19
SO - 0007904,Online,WARE-PUJ1005,8/8/2020,8/12/2020,8/16/2020,8/25/2020,15,St.Peter,38,299,16,Seat - Rear,3,5%,187.6,511.83
SO - 0007905,In-Store,WARE-NBV1002,7/20/2020,8/12/2020,8/15/2020,8/17/2020,3,St. James,14,59,23,Quarter Panel - Rear,8,5%,1688.4,338.25
SO - 0007906,In-Store,WARE-NMK1003,3/11/2020,8/12/2020,8/16/2020,8/26/2020,2,Buffalo,50,147,17,Seatbelt,5,15%,6478.9,55.61
SO - 0007907,In-Store,WARE-XYS1001,4/3/2020,8/12/2020,8/16/2020,8/22/2020,1,Granite Falls,33,13,4,Break Router,6,7.50%,3289.7,193.82
SO - 0007908,Wholesale,WARE-NMK1003,5/9/2020,8/12/2020,8/13/2020,8/22/2020,25,Park Rapids,11,186,28,CV Joint,5,7.50%,268,1294.12
SO - 0007909,Online,WARE-UHY1004,6/22/2020,8/12/2020,8/13/2020,8/20/2020,13,Fergus Falls,3,244,47,Hood Ornament,7,5%,207.7,396.81
SO - 000791,In-Store,WARE-XYS1001,5/10/2018,8/18/2018,8/22/2018,9/1/2018,1,Granite Falls,20,36,4,Break Router,2,5%,3108.8,193.82
SO - 0007910,Wholesale,WARE-NMK1003,9/6/2020,9/12/2020,9/15/2020,9/22/2020,27,Grand Marais,22,155,8,Transmission,5,5%,676.7,2610.59
SO - 0007911,Distributor,WARE-UHY1004,8/28/2020,9/12/2020,9/17/2020,9/18/2020,23,Willmar,9,238,46,Trunk Carpet,8,20%,6324.8,91.33
SO - 0007912,In-Store,WARE-MKL1006,3/25/2020,9/12/2020,9/17/2020,9/23/2020,6,Elk River,12,333,10,Coolant Sensor,6,5%,2324.9,689.31
SO - 0007913,Online,WARE-MKL1006,3/27/2020,9/12/2020,9/17/2020,9/22/2020,18,Lichfield,26,363,18,Handbrake,7,7.50%,3798.9,331.25
SO - 0007914,In-Store,WARE-XYS1001,5/1/2020,9/12/2020,9/16/2020,9/26/2020,3,St. James,39,37,23,Quarter Panel - Rear,4,5%,1708.5,338.25
SO - 0007915,Online,WARE-PUJ1005,8/12/2020,9/12/2020,9/13/2020,9/18/2020,13,Fergus Falls,18,328,38,Blinker Set,4,20%,1038.5,800.13
SO - 0007916,Online,WARE-UHY1004,4/16/2020,9/12/2020,9/15/2020,9/17/2020,13,Fergus Falls,22,209,33,Radiator Fluid,3,10%,180.9,90.21
SO - 0007917,Online,WARE-XYS1001,6/7/2020,9/12/2020,9/16/2020,9/26/2020,19,Fairmont,41,23,22,Quarter Panel - Front,7,7.50%,3899.4,368.39
SO - 0007918,In-Store,WARE-MKL1006,6/19/2020,9/12/2020,9/18/2020,9/24/2020,6,Elk River,14,360,46,Trunk Carpet,4,7.50%,1051.9,91.33
SO - 0007919,Wholesale,WARE-NBV1002,8/30/2020,9/12/2020,9/16/2020,9/19/2020,27,Grand Marais,41,77,19,Trunk Release,8,5%,254.6,42.75
SO - 000792,Online,WARE-UHY1004,4/3/2018,8/18/2018,8/23/2018,8/25/2018,12,Thief River Falls,30,226,11,AC Unit,1,7.50%,1011.7,1786.59
SO - 0007920,Distributor,WARE-MKL1006,5/14/2020,9/12/2020,9/17/2020,9/28/2020,21,Marshall,18,366,45,Rearview Mirror,1,10%,2412,313.72
SO - 0007921,Distributor,WARE-MKL1006,4/18/2020,9/12/2020,9/15/2020,9/22/2020,23,Willmar,24,332,35,Front Axel,6,7.50%,6050.1,1176.68
SO - 0007922,Distributor,WARE-NMK1003,6/30/2020,9/12/2020,9/17/2020,9/22/2020,23,Willmar,12,111,7,Distributor Wire,1,10%,1078.7,24.83
SO - 0007923,In-Store,WARE-MKL1006,9/1/2020,10/12/2020,10/15/2020,10/23/2020,4,Owatonna,19,348,2,Spark Plug,5,7.50%,1078.7,1.38
SO - 0007924,Online,WARE-MKL1006,8/5/2020,10/12/2020,10/13/2020,10/24/2020,15,St.Peter,39,346,39,Break Light,8,5%,268,55.82
SO - 0007925,Online,WARE-PUJ1005,4/27/2020,10/12/2020,10/14/2020,10/23/2020,20,Glencoe,12,313,5,Break Set,4,20%,2479,537.09
SO - 0007926,Distributor,WARE-NMK1003,5/20/2020,10/12/2020,10/15/2020,10/17/2020,21,Marshall,14,139,23,Quarter Panel - Rear,6,15%,227.8,338.25
SO - 0007927,Online,WARE-NBV1002,6/1/2020,10/12/2020,10/14/2020,10/16/2020,20,Glencoe,29,79,4,Break Router,6,20%,6385.1,193.82
SO - 0007928,Distributor,WARE-PUJ1005,8/24/2020,11/12/2020,11/16/2020,11/18/2020,22,Two Harbors,19,327,33,Radiator Fluid,4,40%,3865.9,90.21
SO - 0007929,In-Store,WARE-MKL1006,7/28/2020,11/12/2020,11/15/2020,11/21/2020,3,St. James,3,364,29,Radiator Cap - Custom,4,5%,3752,770.71
SO - 000793,Online,WARE-UHY1004,5/27/2018,8/18/2018,8/24/2018,9/4/2018,12,Thief River Falls,15,258,19,Trunk Release,5,30%,2552.7,42.75
SO - 0007930,In-Store,WARE-NMK1003,10/12/2020,11/12/2020,11/16/2020,11/23/2020,8,Luverne,15,93,35,Front Axel,3,10%,1045.2,1176.68
SO - 0007931,In-Store,WARE-MKL1006,7/26/2020,12/12/2020,12/14/2020,12/21/2020,9,Olivia,19,350,5,Break Set,8,10%,951.4,537.09
SO - 0007932,Distributor,WARE-PUJ1005,10/12/2020,12/12/2020,12/17/2020,12/26/2020,20,Glencoe,32,310,25,Trunk,6,15%,268,1074.1
SO - 0007933,In-Store,WARE-PUJ1005,10/22/2020,12/12/2020,12/16/2020,12/19/2020,7,Roseau,25,322,37,Tail Light,1,5%,2405.3,22.71
SO - 0007934,In-Store,WARE-UHY1004,12/7/2020,12/12/2020,12/18/2020,12/21/2020,4,Owatonna,19,214,26,Door Handle,6,5%,991.6,162.29
SO - 0007935,Wholesale,WARE-NMK1003,10/11/2020,12/12/2020,12/17/2020,12/26/2020,26,Red Wing,3,92,2,Spark Plug,1,15%,2010,1.38
